value,category,name
221833,Video Games,TAKEDOWN
102430,Video Games,Witchmarsh
385268,Footwear,SilverAir SOCK: Odorless Socks Made With Pure Silver
183497,Food,Food Huggers
2049721,Tabletop Games,Kingdom Death : Monster
282294,Tabletop Games,Dan Ariely's Irrational Card Game!
1908155,Tabletop Games,Dwarven Forge's Game Tiles: Revolutionary Miniature Terrain
108020,Video Games,SCALE
926112,Tabletop Games,MYTH
938771,Product Design,Hidden Radio & BlueTooth Speaker
258690,Product Design,ZENLET - Amazingly Intuitive Wallet
1442312,Tabletop Games,Robotech\xae RPG Tactics\u2122
361030,Tabletop Games,The Official Settlers of Catan Gaming Board
293014,Technology,"Chipolo - If you'd miss it, Chipolo it."
346071,Tabletop Games,Posthuman
348641,Tabletop Games,Planet Mercenary
266622,Product Design,The Ridge: Front Pocket Wallet
66740,Tabletop Games,DRAGON SLAYER
218624,Gadgets,BLIPS: The Paper Thin Photo Microscopy Lens For All Devices
735794,Fashion,Barbell Denim: Functional denim has arrived.
221265,Tabletop Games,Between Two Cities
396111,Hardware,Precision Gyroscope
578387,Product Design,Lumio: A Modern Lamp With Infinite Possibilities
137417,Product Design,The Glif | Tripod Mount & Stand For Smartphones
166540,Video Games,Skyshine's BEDLAM
302810,Documentary,"""Be Here Now"" \u2013 The Andy Whitfield Story"
364698,Product Design,The Original Capture Camera Clip by Peak Design
781597,Tabletop Games,Zombicide
473494,Webseries,Bring Penny Arcade's Automata to Life
196362,Software,Ghost: Just a Blogging Platform
284846,Tabletop Games,Unfair
134276,Video Games,Moonlighter - ARPG with rogue-lite and shopkeeping elements
702427,Product Design,Galileo. Your iOS in Motion.
120921,Product Design,Luxi ~ Incident light meter adapter for iPhone
266670,Video Games,La-Mulana 2
360403,Tabletop Games,Hero Forge: Customizable 3D Printed Tabletop Miniatures
405189,Film &amp; Video,Chuck Palahniuk's Lullaby
217643,Video Games,River City Ransom: Underground
404899,Product Design,Golchi - World's Most Versatile and Customizable Bottle
880998,Wearables,Ring by logbar - Shortcut Everything
152912,Technology,Try iOS: iPhone App Development Course
646371,Tabletop Games,Thornwatch
707001,Product Design,Bulat: Your Go-To Kitchen Knife
306515,Video Games,Little Devil Inside
331949,Apps,Flag\u30fbfree photo prints - forever!
98409,Tabletop Games,"Ultra-Tiny Epic Kingdoms, Board Game in a Card Box"
279278,Design,RAMS: The First Feature Documentary About Dieter Rams
108186,Product Design,SlimFold MICRO: A super thin wallet stitched from Tyvek
430393,Product Design,Kickstarter's Most SUCCESSFUL BAG - www.bomberco.com
127155,Design,The Gentleman's Single-Use Monocle
91524,Hardware,Micro Phone Lens: Cell Phone Based Microscope
398520,Webcomics,"\u2714 Check, Please!: Year Two"
408052,Product Design,Luminoodle COLOR & BASECAMP: Versatile & Portable Lighting
150808,Tabletop Games,One Night Resistance
1065761,Technology,Phree - Make the world your paper
1613874,Wearables,BLOCKS - The World's First Modular Smartwatch
193566,Video Games,Starr Mazer
210854,Video Games,Chaos Reborn - From the Creator of the Original X-COM
279915,Tabletop Games,The Evolution Game System
538103,Faith,New Carman Album and Music Video
1226811,Mixed Media,Mini Museum
703818,Technology,The world's smartest photo storage and management device.
206823,Product Design,The Linkmount System  Smartphone Enhancement
195982,Product Design,Whiskey Elements: Customize your Whiskey in 24 hours
678189,Video Games,The Phoenix Project - City of Titans
230360,Radio &amp; Podcasts,"Penny Arcade's Podcast, ""Downloadable Content"": The Return"
214129,Film &amp; Video,LANDFILL HARMONIC: Inspiring dreams one note at a time!
168532,Product Design,Jot: Capacitive Touch Stylus by Adonit!
574630,Apparel,THE DRINKING JACKET: the ultimate gift for any drinker!
898921,Hardware,Parallella: A Supercomputer For Everyone
210793,Product Design,Orbitkey - Carry Your Keys Better
299184,Video Games,Megatokyo Visual Novel Game
368503,Video Games,AdventureQuest 3D
167351,Product Design,Productivity Planner: Get More Done and Beat Procrastination
207847,Video Games,STRAFE\xae
1176641,Product Design,Solo Stove Bonfire | The World's Most Unique Fire Pit
167411,Gadgets,i10 Power Series Cable. The Last Cable You Will Ever Need.
255264,Footwear,Freaker Feet! 127 USA made sock designs!
417515,Product Design,The World's Best Laptop Stand | The Apex Revolution
245620,Product Design,WOOLLIP Travel Pillow: Smart pillow for smart travelers!
92551,Video Games,"Sir, You Are Being Hunted"
326593,Rock,"""All-American Boy"" - The Album"
386104,Tabletop Games,Gloomhaven
269271,Product Design,The Temperfect Mug: Coffee and Tea at The Perfect Temp
540112,Apparel,Ably\u2122 | Unbelievably odor & stain repellant natural apparel
306537,Video Games,OVERLOAD - The Ultimate Six-Degree-of-Freedom Shooter
134376,Tabletop Games,The Manhattan Project: Chain Reaction card game
265011,Comedy,RiffTrax will Riff GODZILLA & ANACONDA in Cinemas Nationwide
774222,Tabletop Games,Arcadia Quest
315295,Hardware,Gramofon: Modern Cloud Jukebox
736320,Product Design,ForeverSpin\u2122 -  World Famous Spinning Tops
259137,Video Games,Canard PC Online
816966,Technology,BioLite BaseLantern \u2013 Smartgrid Goes Off-Grid
427247,Sound,Plugfones - Bluetooth Earplug Headphones - Music Calls Quiet
173105,Tabletop Games,Coup: Rebellion G54
76019,Product Design,"DASH 2.0 Slim Wallet ~ The Slim, Thin Wallet Redesigned"
378117,Tabletop Games,One Night Ultimate Vampire
693435,Product Design,Moment Case- World's Best iPhone Case for Mobile Photography
855094,Product Design,The Anti-Theft Drawstring Backpack
190352,Product Design,"PadPivot, lap & desk stand for your iPad,Tablet, or E-reader"
103058,Video Games,LAST LIFE
306944,Product Design,"Coffee Joulies \u2013 your coffee, just right"
126447,Video Games,Knights and Bikes
241071,Narrative Film,Dude Bro Party Massacre 3
567350,Tabletop Games,B-Sieged: Sons of the Abyss
965758,Product Design,Minimalist Watches Without the Luxury Markup
661452,Art,Marina Abramovic Institute
309495,Tabletop Games,Euphoria: Build a Better Dystopia
208925,Radio &amp; Podcasts,Snap Judgment Season 6: Support EPIC Storytelling
972886,Tabletop Games,MYTH: Journeyman
537823,Product Design,Silvon: Bedding Basics Reimagined
1341305,Tabletop Games,Shadows of Brimstone
168020,Product Design,Twig: the amazing ultra-portable cable for your iPhone
186147,Tabletop Games,Tiny Epic Kingdoms Heroes' Call & TEK 2nd Edition
451868,Product Design,Moment - World's Best Lenses For Mobile Photography
170779,Gadgets,SHRU - The Intelligent Cat Companion
85593,Video Games,That Which Sleeps
215056,Tabletop Games,Boss Monster: the Dungeon-Building Card Game
30061,Tabletop Games,This Town Aint Big Enough for the 2-4 of Us! PWYW
173820,Product Design,"K11 Bumper | iPhone 6, 6s, 6 Plus and 6s Plus"
297808,Product Design,HyperLink $49 Apple Watch Stainless Steel Link Bracelet Band
563721,Technology,Hex: A copter that anyone can fly!
154715,Video Games,Xenonauts
517255,Tabletop Games,Numenera: A new roleplaying game from Monte Cook
339724,Tabletop Games,Rail Raiders Infinite
111824,Games,Scrimish: An Addictive 10 Min Strategy Card Game
350119,Product Design,Tool Pen mini - Precision Bits
120335,Video Games,Barkley 2 - an RPG Sequel to Barkley Shut Up and Jam: Gaiden
214152,Product Design,BAUHAUS:  Titanium Keychain / Key Carabiner
198741,Video Games,Guns of Icarus Online\u2014Adventure Mode
141115,Metal,Permanence: The New Album By Deathm\xf8le
205116,Product Design,"Fred Water Flask = More Water, Less Sugar"
274794,Product Design,Tool Pen - Makes Everything Beautiful
680568,Product Design,TAKTIK: Premium Protection System for the iPhone
151590,Webseries,Jeff Cannata's New Show!
542732,Product Design,PocketScan
202760,Video Games,Eco - Global Survival Game
157381,Video Games,FRONTIERS - Explore \u25cf Discover \u25cf Survive
229110,Product Design,TPT - Titanium Pocket Tool
208098,Product Design,"The New Glif: A Tripod Mount for Smartphones, Redesigned"
791862,Hardware,Portal: Turbocharged WiFi
166720,Comics,CommitStrip - Rise of the Coders: a Book about the Future
137765,Video Games,Planet Explorers
212265,Product Design,Une Bobine - For People Who Love iPhone
150745,Video Games,Delver's Drop
189066,Small Batch,Pickle Pipe - Waterless Fermentation Airlock for Mason Jars
78624,Product Design,TWEAK
821015,Design,BATBAND
259096,Tabletop Games,The Dice Tower - 2016 (Season 12)
178193,Video Games,"Earthlock: Festival of Magic (XBO, Steam, PS4, WiiU)"
440461,Tabletop Games,Anachrony
345992,Narrative Film, SAVE Blue Like Jazz! (the movie)
452457,Product Design,"EverDock: Universal Dock for iPhone, iPad, and Android"
174804,Video Games,Strike Suit Zero
215512,Animation,HERTZFELDT ON BLU-RAY
116164,Documentary,"I'm Fine, Thanks"
264527,Hardware,"EMBRACE+, a smart piece of wearable technology"
610117,Art,SCHOOLISM SUBSCRIPTIONS: ART EDUCATION MADE AFFORDABLE
1643117,Product Design,EMOTIV INSIGHT: Optimize your brain fitness & performance
163891,Documentary,The Killing$ of Tony Blair
267851,DIY Electronics,"Onion Omega: Build Hardware with JavaScript, Python, PHP"
434805,Video Games,Squad - Communicate. Coordinate. Conquer
135837,Video Games,Need to Know - The Mass Surveillance Thriller Game
257872,Hardware,LUMA DICE
389079,Comics,Girl Genius Volume 12 Printing and Reprint Frenzy!
443777,Product Design,HAVOK - Most Backed Minimalist Watch
114060,Video Games,The Stomping Land
181797,Product Design,"Stylish, minimalist belts for travel, work & play"
651091,3D Printing,The Peachy Printer - The First $100 3D Printer & Scanner!
1018717,Tabletop Games,Cthulhu Wars : Onslaught Two
739513,Tabletop Games,Rum & Bones
593255,Wearables,Hush | The World's First Smart Earplugs
173803,Video Games,Road Redemption
203188,Product Design,Wishbone: The World's Smallest Smart Thermometer
94183,Video Games,Hard West
383406,Tabletop Games,XenoShyft: Dreadmire
247481,Documentary,Outerlands: Season One
176746,Documentary,Rewind To Fast-Forward
1403981,Tabletop Games,Cthulhu Wars
767568,Tabletop Games,Ghostbusters: The Board Game II
366877,Product Design,Dango Products | Redefining the Wallet
217517,Tabletop Games,Paranoia RPG
1032352,Design,Omate TrueSmart: Water-resistant standalone Smartwatch 2.0
266519,Gadgets,PLAYBULB candle - Color LED Flameless Candle with Mobile App
234316,Hardware,Michron: Timelapse for Everyone
182038,DIY Electronics,Oak by Digistump: Wi-Fi for all things! (Arduino Compatible)
600199,Tabletop Games,Siege of the Citadel - 2nd Edition Techno Fantasy Boardgame
684755,Tabletop Games,Deluxe Exalted 3rd Edition
406805,Product Design,UGEARS: Self-propelled mechanical models
168041,Video Games,Perception
436755,Tabletop Games,Robert E. Howard's Conan Roleplaying Game
151371,Product Design,"Passion Planner: Be the Change. Get One, Give Three"
475255,Video Games,The Grisaia Trilogy: Three Huge Visual Novels for PC
450333,Tabletop Games,Tuscany: Expand the World of Viticulture
149681,Tabletop Games,Apocalypse World 2nd Edition
285309,Tabletop Games,Trickerion - Legends of Illusion
264997,Design,Things-Could-Be-Worse Mugs
177456,Robots,Mine Kafon Drone
405916,Narrative Film,The Gamers: Hands of Fate
1216482,Tabletop Games,Deadzone: The Sci-fi Miniatures Board Game
158733,Video Games,Nekro
132523,Video Games,STASIS - 2D Isometric SciFi Horror Adventure Game.
571960,Product Design,Foldio360 \u2013 A smart turntable to create stunning 360 images
456114,Hardware,Dart: The World's Smallest Laptop Adapter
951254,Tabletop Games,Sedition Wars: Battle for Alabaster
176354,Documentary,SECOND CLASS CITIZENS
100803,Video Games,Sunless Sea
736112,Product Design,The Porthole
68367,Product Design,AvoSeedo - Grow your own Avocado Tree with ease!
121227,Classical Music,From the Composer of Skyrim - Soule Symphony No. 1
138572,Product Design,Spark Notebook: a place for your life plans and great ideas
313157,Documentary,"""The Wrecking Crew"" The Untold Story of Rock & Roll Heroes"
800211,Hardware,UDOO X86: The Most Powerful Maker Board Ever
128748,Video Games,Learn To Make Video Games - Unreal Developer Course In C++
287342,Nonfiction,THE ICARUS DECEPTION: WHY MAKE ART? New from Seth Godin
168289,Product Design,BARON FIG - Sketchbooks & Notebooks for Thinkers
438076,Tabletop Games,Rifts\xae for Savage Worlds
679587,Architecture,Purpose Hotel: Change the World in Your Sleep
150892,Product Design,Dash | Minimalist Travel Wallet
83087,Product Design,ATOM : A Tool of Multipurpose
181625,Tabletop Games,Spaceteam
154968,Video Games,The Dead Linger
187859,Video Games,Identity
1575976,Product Design,Floating Record\u2122 Vertical Turntable
307843,Video Games,Pathfinder Online Technology Demo
430255,Pop,TLC is BACK to make our FINAL ALBUM with YOU!
309183,Product Design,LunaTik Touch Pen: The Evolution of the Stylus
73615,Tabletop Games,Control: A Strategic Card Game
117660,Comics,LEAVING MEGALOPOLIS
291356,Product Design,Polar Ice Tray: The Perfect Ice for the Perfect Drink!
161981,Video Games,Distance - A Next Generation Arcade Racer
641614,DIY Electronics,UDOO: Android Linux Arduino in a tiny single-board computer
119456,Product Design,Mine Kafon
75167,Video Games,Koe (\u58f0) - A JRPG with Japanese at the core of gameplay
303292,Gadgets,Bevel turns your smartphone into a 3D Camera
152451,Video Games,SPORTSFRIENDS featuring Johann Sebastian Joust
616231,Design,HOT Watch:Complete Smart Watch w/Revolutionary Private Calls
146075,Dance,Where the Heck is Matt?
111274,Video Games,Into the Stars
190214,Video Games,NES/Famicom: a visual compendium
67424,Electronic Music,CAT023 Caustic Window - Own The Legendary Record by RDJ!
315960,Fashion,TRAKLINE :\xa0\xa0 a new kind of belt\nfor men
84434,Narrative Film,The Drowning of Arthur Braxton
100272,Video Games,A.N.N.E
62508,Hardware,The Easy-Macro Smartphone Lens
96045,Video Games,P L A N E T \xa0 N O M A D S
533333,Publishing,Apollo 11 Flight Plan Re-Issue
114711,Video Games,Last Year - 5 vs 1 Multiplayer Survival Horror
248873,Food,Home Aquaponics Kit: Self-Cleaning Fish Tank That Grows Food
205121,Technology,XY Find It- The stylish iOS/Android Bluetooth tracking tag
334714,Tabletop Games,Scion 2nd Edition Tabletop RPG
823003,Food,Sansaire Sous Vide Circulator
171422,Video Games,Blackwake [Reboot]
311338,Technology,The Ultimate Travel Underwear featuring SmartGrip\u2122 System
145815,Video Games,Aegis Defenders
127412,Product Design,Stojo: A reusable coffee cup that fits in your pocket
98328,Video Games,Home Free
97801,Video Games,Orion Trail
442735,Hardware,LattePanda - A \xa345 Win10 Dev Board For Everything
102601,Tabletop Games,SLIP CUP\u2122: CLEAN BEER PONG
261677,Product Design,Nava: A Revolutionary Filtering Water Bottle
281989,Product Design,PEN TYPE-A
161246,Video Games,"Edge Of Eternity (Pc, Mac, Linux, PS4, XBOX ONE)"
119719,Video Games,Dragon Fin Soup
298251,Fashion,Silic : A shirt that cleans itself.
245426,Design,KeyBiner - The Carabiner Refined
308924,Product Design,"Precision Coffee Grinder: Better Grind, More Flavor"
295138,Product Design,"Flexo - Bendable, bouncy, flexible building bricks!"
93633,Product Design,Boie USA: The toothbrush of the future
120259,Accessories,APEX Wallet - Relaunch!
393407,Product Design,"Rockwell Model T Razor and Razor Blades - Shaving, Perfected"
